FullText,Name,Address,ACT,AD,ADLT,ADM,AH,ALZ,AOT,ARIPI,ASENA,AT,BMT,BREXP,CARIP,CBT,CCBHC,CDM,CFT,CHLD,CHLOR,CIT,CJ,CLF,CLOZA,CM,CMHC,CMHG,CO,COOT,CRT,CSBG,DBT,DEC,DROPE,DV,ECT,EMDR,ES,FG,FLUPH,FPSY,FQHC,GL,GT,HALOP,HI,HIVT,HS,HV,ICM,IDD,IH,ILOPE,IMR,IPC,IPT,ITU,KIT,LAD,LMG,LOXAP,LURAS,MC,MD,MF,MH,MI,MSMH,NRT,NSC,OLANZ,OLANZF,OMH,OP,ORES,OSF,OSG,PA,PALIP,PCF,PED,PEER,PEFP,PEOFF,PEON,PERPH,PH,PHDT,PI,PIMOZ,PROCH,PRS,PSY,PTSD,PVTN,PVTP,QUETI,RES,RISPE,RTCA,RTCC,SCJJ,SE,SED,SEF,SEMP,SF,SH,SHB,SHC,SI,SMA,SMHA,SMI,SMON,SMOP,SMPD,SNR,SPS,SS,STDT,STU,SUMH,SWFS,TAY,TBG,TBI,TBS,TCC,TELE,THIOR,THIOT,TMS,TPC,TRIFL,TRMA,TT,VAF,VAMC,VET,VO,VRS,WI,YAD,ZIPRA
"Aspen Day Treatment Adults 18 Plus 1634 Sulphur Spring Road Halethorpe, Maryland 21227 Phone: (410) 242-0920 ① MH ② TELE ③ OP ④ OMH ⑤ FLUPH HALOP LOXAP PERPH THIOT TRIFL ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ CBT CRT CFT DBT GT IPT TT ⑧ PVTP ⑩ MC MD PI SF ⑫ TAY SE GL TRMA PEFP PTSD SMI ⑭ DEC ES FPSY PRS SPS ⑯ SMPD ⑰ ADLT SNR YAD",Aspen Day Treatment Adults ,"18 Plus 1634 Sulphur Spring Road Halethorpe, Maryland 21227",0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1
"Aspire Wellness Center 5022 Campbell Boulevard Suite L Nottingham, Maryland 21236 Phone: (443) 442-1568 ① MH SUMH ② TELE ③ OP ④ OMH ⑥ CBT CFT DBT EMDR GT IPT TT ⑦ CIT PEON ⑧ PVTP ⑩ CMHG MC MD PI SCJJ SEF SF SMHA SWFS ⑪ SS ⑫ AD TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SED SMI ⑭ PRS ⑯ SMPD ⑰ ADLT CHLD SNR YAD",Aspire Wellness Center ,"5022 Campbell Boulevard Suite L Nottingham, Maryland 21236",0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"Associated Catholic Charities Inc Villa Maria at Dundalk 2 North Dundalk Avenue Dundalk, Maryland 21222 Phone: (667) 600-3680 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ DROPE THIOR BREXP CLOZA QUETI RISPE ZIPRA ⑥ AT BMT CBT CFT DBT EMDR GT IDD IPT TT ⑦ PEON ⑧ PVTN ⑩ CLF CMHG CSBG MC MD OSF SCJJ SEF SMHA SWFS ⑫ AD TAY SE GL CO HV DV TRMA PEFP PTSD SED SMI ⑭ COOT FPSY PEER PRS SPS ⑮ NRT NSC STU TCC ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑳ SP",Associated Catholic Charities Inc Villa Maria at Dundalk ,"2 North Dundalk Avenue Dundalk, Maryland 21222",0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"Associated Catholic Charities Inc Villa Maria of Lansdowne 2700 Washington Avenue Halethorpe, Maryland 21227 Phone: (667) 600-3984 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ DROPE THIOR BREXP CLOZA QUETI RISPE ZIPRA ⑥ AT BMT CBT CFT DBT EMDR GT IDD IPT TT ⑦ PEON ⑧ PVTN ⑩ CLF CMHG CSBG MC MD OSF SCJJ SEF SMHA SWFS ⑫ AD TAY SE GL CO HV DV TRMA PEFP PTSD SED SMI ⑭ COOT FPSY PRS SPS ⑮ NRT NSC STU TCC ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑳ SP",Associated Catholic Charities Inc Villa Maria of Lansdowne ,"2700 Washington Avenue Halethorpe, Maryland 21227",0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"Associated Catholic Charities Saint Vincents Villa 2600 Pot Spring Road Lutherville Timonium, Maryland 21093 Phone: (667) 600-3000 Intake: (667) 600-3017 ① MH ③ RES ④ RTCC ⑤ HALOP PERPH ARIPI CLOZA LURAS OLANZ QUETI RISPE ZIPRA ⑥ AT BMT CBT CFT GT IPT TT ⑦ CIT ⑧ PVTN ⑩ MD PI SEF SMHA SWFS ⑫ TRMA PTSD SED ⑬ HIVT SHB SHC STDT TBS ⑭ CM DEC ES FPSY IPC SPS ⑮ STU ⑯ SMON ⑰ CHLD",Associated Catholic Charities Saint Vincents Villa ,"2600 Pot Spring Road Lutherville Timonium, Maryland 21093",0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"Baltimore Crisis Response Inc 5124 Greenwich Avenue Baltimore, Maryland 21229 Phone: (410) 433-5255x308 Intakes: (410) 433-5175 (410) 752-2272 ① MH SUMH ② TELE ③ RES ④ RTCA ⑤ CHLOR FLUPH HALOP LOXAP PERPH PROCH THIOR TRIFL ARIPI CLOZA ILOPE OLANZ QUETI RISPE ZIPRA ⑥ AT CBT DBT GT IDD IPT TT ⑦ CIT PEON PEOFF ⑧ PVTN ⑩ CMHG FG MD SMHA ⑪ PA ⑫ TAY SE GL VET MF CJ CO HV DV TRMA TBI PEFP PTSD SMI ⑬ HIVT ⑭ CM ICM IMR PEER SPS ⑮ STU TCC ⑯ SMPD ⑰ ADLT SNR YAD ⑲ AH",Baltimore Crisis Response Inc ,"5124 Greenwich Avenue Baltimore, Maryland 21229",0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1
"Baltimore Washington Medical Center Psychiatric Serices 301 Hospital Drive Glen Burnie, Maryland 21061 Phone: (410) 553-8212 Intakes: (410) 787-4627 (410) 553-8070 ① MH SUMH ③ HI OP PHDT ④ PSY ⑤ CHLOR HALOP LOXAP THIOR ARIPI CLOZA OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ AT CBT CFT GT IDD IPT ⑦ PEON WI ⑧ PVTN ⑩ FG MC MD MI PI SF ⑫ GL VET CO HV DV TRMA PEFP PTSD SMI ⑬ HIVT SHB SHC STDT TBS ⑭ DEC FPSY IMR IPC PEER SPS ⑮ NRT NSC STU TCC ⑯ SMON ⑰ ADLT SNR YAD ⑲ AH",Baltimore Washington Medical Center Psychiatric Serices ,"301 Hospital Drive Glen Burnie, Maryland 21061",0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1
"Behavioral Health LLP QualityCare Internet (QCI) 201 North Burhans Boulevard Hagerstown, Maryland 21740 Phone: (301) 791-2660 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ CHLOR FLUPH HALOP LOXAP PERPH ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ⑥ BMT CBT CFT GT IPT TT ⑦ PEOFF ⑧ PVTP ⑩ CLF CMHG CSBG MC MD OSF PI SF SI SMHA ⑫ AD TAY SE GL VET ADM MF CO TRMA PED PTSD SMI ⑭ ACT CM COOT HS PRS SPS ⑮ NSC STU ⑯ SMON ⑰ ADLT CHLD SNR YAD",Behavioral Health LLP QualityCare Internet (QCI) ,"201 North Burhans Boulevard Hagerstown, Maryland 21740",1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
"Behavioral Health Partners of Frederick 604 Solarex Court Suite 201 Frederick, Maryland 21703 Phone: (301) 663-8263 Intake: (301) 663-8263x301 ① MH ③ OP ④ OMH ⑤ CHLOR FLUPH HALOP PERPH PIMOZ TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ⑥ CBT CFT GT IPT TT ⑧ PVTN ⑩ CMHG MC MD MI PI SF SI SMHA SWFS ⑫ AD ⑭ FPSY SPS ⑮ STU ⑯ SMPD ⑰ ADLT CHLD SNR YAD ⑲ AH ⑳ SP",Behavioral Health Partners of Frederick ,"604 Solarex Court Suite 201 Frederick, Maryland 21703",0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
"Behavioral Health Partners of Frederick 219 West Patrick Street Suite A Frederick, Maryland 21701 Phone: (301) 662-3223 Intake: (301) 663-8263x301 ① MH ③ OP ④ OMH ⑤ CHLOR FLUPH HALOP PERPH PIMOZ TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ⑥ CBT CFT GT IPT TT ⑧ PVTN ⑩ CMHG MC MD MI PI SF SI SMHA SWFS ⑭ FPSY SPS ⑮ STU ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑲ AH ⑳ SP",Behavioral Health Partners of Frederick ,"219 West Patrick Street Suite A Frederick, Maryland 21701",0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
"Beyond This Day Behavioral Health Inc 1515 East Cold Springs Lane Baltimore, Maryland 21218 Phone: (216) 253-0992 ① MH ③ OP ④ OMH ⑥ AT BMT CBT DBT GT IDD IPT TT ⑧ PVTP ⑨ FQHC ⑩ CMHG CSBG MC MD SCJJ SEF SF SI SWFS VAF ⑪ PA SS ⑫ CJ CO HV DV PTSD ⑭ ACT AOT CM COOT DEC ES FPSY HS ICM IPC LAD PEER PRS SEMP SPS ⑮ STU TCC ⑯ SMPD ⑰ ADLT SNR YAD",Beyond This Day Behavioral Health Inc ,"1515 East Cold Springs Lane Baltimore, Maryland 21218",1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"Board of Child Care Outpatient Mental Health Clinic 8028 Ritchie Highway Suite 312 Pasadena, Maryland 21122 Phone: (410) 590-9011 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ ARIPI CLOZA OLANZ OLANZF QUETI RISPE ZIPRA ⑥ BMT CBT CFT DBT GT IDD IPT TT ⑧ PVTN ⑩ FG MD PCF SF SMHA ⑫ AD CO ⑭ SPS ⑮ STU TCC ⑯ SMPD ⑰ CHLD",Board of Child Care Outpatient Mental Health Clinic ,"8028 Ritchie Highway Suite 312 Pasadena, Maryland 21122",0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Bridges Behavioral Health and Wellness 207 North Liberty Street Suite B Centreville, Maryland 21617 Phone: (410) 758-8750 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ HALOP LOXAP ARIPI ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ AT BMT CBT CFT DBT GT IDD IPT TT ⑧ PVTP ⑩ MC MD MI OSF PI SF SI SMHA SWFS ⑪ SS ⑫ AD TAY CO DV TRMA PTSD ⑭ COOT FPSY SPS ⑮ STU ⑯ SMPD ⑰ ADLT CHLD SNR YAD",Bridges Behavioral Health and Wellness ,"207 North Liberty Street Suite B Centreville, Maryland 21617",0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"Brook Lane Health Services 13121 Brooklane Drive Hagerstown, Maryland 21742 Phone: (301) 733-0330 ① MH SUMH ③ HI OP PHDT RES ④ PSY ⑥ AT CBT CFT ECT GT IDD IPT ⑦ PEON ⑧ PVTN ⑩ MC MD PI SF ⑫ AD TAY SE GL VET ADM MF CO TRMA PEFP PTSD SED SMI ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑲ AH ⑳ SP",Brook Lane Health Services ,"13121 Brooklane Drive Hagerstown, Maryland 21742",0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"Brook Lane Health Services North Village 18714 North Village Shopping Center Hagerstown, Maryland 21742 Phone: (301) 733-0330 ① MH SUMH ② TELE ③ OP ④ CMHC ⑤ CHLOR FLUPH HALOP PROCH THIOR TRIFL ARIPI ASENA CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ CBT CFT DBT EMDR GT IDD IPT TT ⑦ PEON WI ⑧ PVTN ⑩ CLF MC MD MI OSF PI PCF SF SI SWFS ⑫ AD CO TRMA ⑭ COOT FPSY ⑮ STU ⑯ SMPD ⑰ ADLT CHLD SNR YAD ⑲ AH",Brook Lane Health Services North Village ,"18714 North Village Shopping Center Hagerstown, Maryland 21742",0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1
"Caroline County Health Department Caroline County Behavioral Health/MH 403 South 7th Street Denton, Maryland 21629 Phone: (410) 479-3800 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ CHLOR HALOP PROCH THIOR ARIPI LURAS OLANZ QUETI RISPE ⑥ BMT CBT CFT GT IDD IPT TT ⑦ PEON WI ⑧ OSG ⑩ CLF FG MC MD MI SCJJ SF SWFS ⑪ PA SS ⑫ AD CJ ⑬ HIVT SHB SHC STDT TBS ⑭ COOT PEER ⑮ NRT STU TCC ⑯ SMPD ⑰ ADLT CHLD SNR YAD",Caroline County Health Department Caroline County Behavioral Health/MH ,"403 South 7th Street Denton, Maryland 21629",0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"Carroll County Youth Service Bureau 59 Kate Wagner Road Westminster, Maryland 21157 Phone: (410) 848-2500 Intake: (443) 244-8694 ① MH SUMH ③ OP ④ OMH ⑤ CHLOR FLUPH HALOP LOXAP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ BMT CBT CFT DBT GT IDD IPT TT ⑦ PEOFF ⑧ PVTN ⑩ CLF MC MD MI OSF PI PCF SCJJ SEF SF SWFS ⑪ SS ⑫ AD TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI PED PEFP PTSD SED SMI ⑭ ACT CM COOT ES HS PEER SEMP SPS ⑮ NRT NSC TCC ⑯ SMON ⑰ ADLT CHLD SNR YAD",Carroll County Youth Service Bureau ,"59 Kate Wagner Road Westminster, Maryland 21157",1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
"Carroll Hospital Behavioral Health 200 Memorial Avenue Westminster, Maryland 21157 Phone: (410) 871-7110 ① MH SUMH ③ HI PHDT ④ PSY ⑤ CHLOR FLUPH HALOP LOXAP PERPH PROCH TRIFL ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ GT ⑦ PEON WI ⑧ PVTN ⑩ MC MD MI PI SF ⑫ AD TAY SE CO PEFP SMI ⑭ PEER ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑲ AH",Carroll Hospital Behavioral Health ,"200 Memorial Avenue Westminster, Maryland 21157",0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"Catholic Charities Inc Villa Maria Community Resources 1111 Benfield Boulevard Suite 200 Millersville, Maryland 21108 Phone: (667) 600-2494 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ DROPE THIOR ASENA BREXP CLOZA LURAS QUETI RISPE ZIPRA ⑥ AT BMT CBT CFT DBT EMDR GT IPT TT ⑧ PVTN ⑩ CLF CMHG CSBG FG MC MD OSF SCJJ SEF SF SMHA SWFS ⑫ AD TAY SE GL CO HV TRMA PTSD SED SMI ⑭ COOT FPSY PRS SPS ⑮ NRT NSC STU TCC ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑳ SP",Catholic Charities Inc Villa Maria Community Resources ,"1111 Benfield Boulevard Suite 200 Millersville, Maryland 21108",0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"Center for Child and Family Traumatic Stress at Kennedy Krieger Institute 1741 Ashland Avenue Baltimore, Maryland 21205 Phone: (443) 923-5900 Intake: (443) 923-5980 ① MH ② TELE ③ OP ④ OMH ⑥ BMT CBT CFT DBT GT IPT TT ⑦ CIT ⑧ PVTN ⑩ MC MD MI PI SCJJ SF ⑫ AD TAY GL MF TRMA PTSD SED ⑭ CM COOT FPSY ⑯ SMON ⑰ CHLD YAD ⑲ AH ⑳ SP",Center for Child and Family Traumatic Stress at Kennedy Krieger Institute ,"1741 Ashland Avenue Baltimore, Maryland 21205",0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"Center for Therapeutic Concepts 1300 Mercantile Lane Suite 198 Upper Marlboro, Maryland 20774 Phone: (301) 386-2991x13 ① MH SUMH ② TELE ③ OP ④ OMH ⑥ BMT CBT CFT DBT GT IDD IPT TT ⑧ PVTP ⑩ CLF MD OSF SCJJ SEF SF SI SMHA SWFS ⑫ AD ⑭ FPSY PRS SPS ⑯ SMPD ⑰ ADLT CHLD SNR YAD",Center for Therapeutic Concepts ,"1300 Mercantile Lane Suite 198 Upper Marlboro, Maryland 20774",0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
